Fuente;Código de Departamento;Mes;Hora del hecho;Diurno/Nocturno;Sexo;Edad;Edad agrupada;Clase de Víctima;Vehículo Víctima (excluir peatón);Tipo de usuario;Modo de Producción del Hecho;Fecha del hecho;Tipo de Lugar
Ministerio Público;245;Agosto;15:00:00.000;Diurno;Varón;28;25 - 34;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-08-03 00:00:00.000;Calle
Ministerio Público;490;Noviembre;16:10:00.000;Diurno;Varón;22;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-11-10 00:00:00.000;Calle
Ministerio Público;274;Noviembre;04:00:00.000;Nocturno;Varón;23;15 - 24;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-11-18 00:00:00.000;Ruta Provincial
Ministerio Público;091;Mayo;18:30:00.000;Diurno;Varón;23;15 - 24;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-18 00:00:00.000;Sin determinar
Ministerio Público;648;Octubre;14:30:00.000;Diurno;Varón;63;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-10-04 00:00:00.000;Calle
Ministerio Público;658;Agosto;18:15:00.000;Diurno;Mujer;85;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-08-23 00:00:00.000;Calle
Ministerio Público;413;Septiembre;18:10:00.000;Diurno;Varón;64;55 - 64;Sin determinar;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-09-29 00:00:00.000;Calle
Ministerio Público;371;Julio;10:30:00.000;Diurno;Varón;53;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-07-12 00:00:00.000;Calle
Ministerio Público;515;Septiembre;12:40:00.000;Diurno;Mujer;66;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-12 00:00:00.000;Calle
Ministerio Público;805;Junio;00:00:00.000;Diurno;Mujer;22;15 - 24;Sin determinar;Motocicleta;Motocicleta;Sin determinar;2018-06-27 00:00:00.000;Calle
Ministerio Público;539;Agosto; 03:45:00.000;Nocturno;Varón;75;75 y más;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-08-23 00:00:00.000;Calle
Ministerio Público;539;Agosto;07:50:00.000;Diurno;Varón;65;65 - 74;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-08 00:00:00.000;Calle
Ministerio Público;126;Septiembre;04:30:00.000;Nocturno;Varón;20;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-29 00:00:00.000;Calle
Ministerio Público;638;Septiembre;09:00:00.000;Diurno;Varón;28;25 - 34;Conductor;Bicicleta;Bicicleta;Sin determinar;2018-09-13 00:00:00.000;Ruta Nacional
Ministerio Público;441;Septiembre;03:40:00.000;Diurno;Varón;28;25 - 34;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-07 00:00:00.000;Calle
Ministerio Público;434;Agosto;00:00:00.000;Diurno;Mujer;83;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-08-24 00:00:00.000;Calle
Ministerio Público;588;Marzo;Sin determinar;Sin determinar;Varón;67;65 - 74;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-04 00:00:00.000;Calle
Ministerio Público;357;Diciembre;Sin determinar;Sin determinar;Varón;26;25 - 34;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-25 00:00:00.000;Ruta Nacional
Ministerio Público;392;Febrero;04:00:00.000;Nocturno;Varón;80;75 y más;Sin determinar;Motocicleta;Motocicleta;Sin determinar;2018-02-23 00:00:00.000;Sin determinar
Ministerio Público;399;Diciembre;21:20:00.000;Nocturno;Varón;25;25 - 34;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-01 00:00:00.000;Calle
Ministerio Público;147;Marzo;Sin determinar;Sin determinar;Varón;26;25 - 34;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-17 00:00:00.000;Sin determinar
Ministerio Público;756;Enero;22:30:00.000;Nocturno;Varón;26;25 - 34;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-01-16 00:00:00.000;Calle
Ministerio Público;595;Febrero;2018-02-17 02:30:00.000;Nocturno;Varón;37;35 - 44;Sin determinar;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-02-17 00:00:00.000;Ruta Provincial
Ministerio Público;798;Abril;Sin determinar;Sin determinar;Varón;17;15 - 24;Sin determinar;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-04-29 00:00:00.000;Ruta Provincial
Ministerio Público;595;Febrero;2018-02-17 02:30:00.000;Nocturno;Varón;29;25 - 34;Sin determinar;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-02-17 00:00:00.000;Ruta Provincial
Ministerio Público;252;Noviembre;Sin determinar;Sin determinar;Varón;43;35 - 44;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-11-19 00:00:00.000;Ruta Provincial
Ministerio Público;441;Enero;Sin determinar;Sin determinar;Varón;-1;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-01-10 00:00:00.000;Sin determinar
Ministerio Público;134;Diciembre;Sin determinar;Sin determinar;Varón;24;15 - 24;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-12-16 00:00:00.000;Ruta Provincial
Ministerio Público;413;Septiembre;Sin determinar;Sin determinar;Varón;41;35 - 44;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-09-08 00:00:00.000;Calle
Ministerio Público;035;Septiembre;09:30:00.000;Diurno;Varón;20;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-03 00:00:00.000;Calle
Ministerio Público;539;Agosto;20:10:00.000;Nocturno;Mujer;89;75 y más;Sin determinar;Automóvil;Automóvil;Sin determinar;2018-08-11 00:00:00.000;Calle
Ministerio Público;539;Mayo;04:27:00.000;Nocturno;Varón;21;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-01 00:00:00.000;Calle
Ministerio Público;826;Junio;08:30:00.000;Diurno;Mujer;38;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-06-24 00:00:00.000;Ruta Nacional
Ministerio Público;714;Octubre;Sin determinar;Sin determinar;Varón;26;25 - 34;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2016-10-22 00:00:00.000;Calle
Ministerio Público;826;Junio;08:30:00.000;Diurno;Mujer;70;65 - 74;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-06-24 00:00:00.000;Ruta Nacional
Ministerio Público;091;Agosto;20:55:00.000;Nocturno;Varón;48;45 - 54;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-04 00:00:00.000;Calle
Ministerio Público;861;Mayo;Sin determinar;Sin determinar;Varón;41;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-07 00:00:00.000;Autopista / Autovía
Ministerio Público;805;Mayo;10:30;Diurno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-03 00:00:00.000;Ruta Nacional
Ministerio Público;070;Junio;Sin determinar;Sin determinar;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-19 00:00:00.000;Autopista / Autovía
Ministerio Público;406;Mayo;Sin determinar;Sin determinar;Mujer;68;65 - 74;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-05-24 00:00:00.000;Ruta Nacional
Ministerio Público;679;Agosto;Sin determinar;Sin determinar;Varón;55;55 - 64;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-08-22 00:00:00.000;Ruta Provincial
Ministerio Público;518;Septiembre;Sin determinar;Sin determinar;Varón;48;45 - 54;Conductor;Sin determinar;Sin determinar;Vuelco / despiste;2018-09-28 00:00:00.000;Ruta Provincial
Ministerio Público;588;Abril;Sin determinar;Sin determinar;Varón;36;35 - 44;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-04-19 00:00:00.000;Ruta provincial
Ministerio Público;763;Marzo;Sin determinar;Sin determinar;Varón;75;75 y más;Ocupante de vehículo sin determinar posición;Sin determinar;Sin determinar;Vuelco / despiste;2018-03-26 00:00:00.000;Ruta Nacional
Ministerio Público;595;Julio;Sin determinar;Sin determinar;Varón;58;55 - 64;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-07-06 00:00:00.000;Ruta Provincial
Ministerio Público;812;Abril;Sin determinar;Sin determinar;Mujer;-1;Sin determinar;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-04-23 00:00:00.000;Ruta Provincial
Ministerio Público;805;Diciembre;Sin determinar;Sin determinar;Varón;25;25 - 34;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-12-21 00:00:00.000;Ruta Nacional
Ministerio Público;357;Julio;Sin determinar;Sin determinar;Mujer;64;55 - 64;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-07-24 00:00:00.000;Ruta Provincial
Ministerio Público;609;Octubre;Sin determinar;Sin determinar;Varón;24;15 - 24;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-10-05 00:00:00.000;Ruta Nacional
Ministerio Público;756;Enero;Sin determinar;Sin determinar;Varón;47;45 - 54;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-01-21 00:00:00.000;Autopista / Autovía
Ministerio Público;063;Febrero;Sin determinar;Sin determinar;Varón;-1;Sin determinar;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-02-11 00:00:00.000;Ruta Nacional
Ministerio Público;518;Enero;Sin determinar;Sin determinar;Varón;-1;Sin determinar;Conductor;Sin determinar;Sin determinar;Vuelco / despiste;2018-01-03 00:00:00.000;Autopista / Autovía
Ministerio Público;399;Febrero;Sin determinar;Sin determinar;Varón;18;15 - 24;Sin determinar;Motocicleta;Motocicleta;Vuelco / despiste;2018-02-04 00:00:00.000;Ruta Provincial
Ministerio Público;588;Mayo;Sin determinar;Sin determinar;Mujer;41;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-05-25 00:00:00.000;Ruta provincial
Ministerio Público;547;Enero;Sin determinar;Sin determinar;Varón;-1;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-01-21 00:00:00.000;Ruta Provincial
Ministerio Público;595;Octubre;Sin determinar;Sin determinar;Varón;74;65 - 74;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-10-30 00:00:00.000;Ruta Provincial
Ministerio Público;245;Junio;Sin determinar;Sin determinar;Varón;24;15 - 24;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-06-22 00:00:00.000;Autopista / Autovía
Ministerio Público;134;Octubre;Sin determinar;Sin determinar;Varón;62;55 - 64;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-10-13 00:00:00.000;Ruta Nacional
Ministerio Público;070;Junio;08:30;Diurno;Varón;44;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-06-24 00:00:00.000;Ruta Nacional
Ministerio Público;749;Mayo;Sin determinar;Sin determinar;Varón;-1;Sin determinar;Conductor;Sin determinar;Sin determinar;Vuelco / despiste;2018-05-05 00:00:00.000;Autopista / Autovía
Ministerio Público;665;Noviembre;Sin determinar;Sin determinar;Varón;32;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-11-13 00:00:00.000;Autopista / Autovía
Ministerio de Salud;175;Mayo;Sin determinar;Sin determinar;Varón;70;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-25 00:00:00.000;Sin determinar
Ministerio de Salud;763;Septiembre;Sin determinar;Sin determinar;Varón;53;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-19 00:00:00.000;Sin determinar
Ministerio de Salud;028;Noviembre;Sin determinar;Sin determinar;Mujer;87;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-11-07 00:00:00.000;Sin determinar
Ministerio de Salud;274;Febrero;Sin determinar;Sin determinar;Mujer;69;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-02-01 00:00:00.000;Sin determinar
Ministerio de Salud;427;Enero;Sin determinar;Sin determinar;Varón;48;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-01-19 00:00:00.000;Sin determinar
Ministerio de Salud;412;Mayo;Sin determinar;Sin determinar;Varón;81;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-27 00:00:00.000;Sin determinar
Ministerio de Salud;581;Julio;Sin determinar;Sin determinar;Mujer;57;55 - 64;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-07-30 00:00:00.000;Sin determinar
Ministerio de Salud;581;Abril;Sin determinar;Sin determinar;Mujer;66;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-04-09 00:00:00.000;Sin determinar
Ministerio de Salud;049;Febrero;Sin determinar;Sin determinar;Mujer;83;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-02-10 00:00:00.000;Sin determinar
Ministerio de Salud;749;Diciembre;Sin determinar;Sin determinar;Varón;47;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-21 00:00:00.000;Sin determinar
Ministerio de Salud;427;Septiembre;Sin determinar;Sin determinar;Varón;54;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-05 00:00:00.000;Sin determinar
Ministerio de Salud;427;Julio;Sin determinar;Sin determinar;Mujer;62;55 - 64;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-07-05 00:00:00.000;Sin determinar
Ministerio de Salud;427;Agosto;Sin determinar;Sin determinar;Varón;32;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-08-17 00:00:00.000;Sin determinar
Ministerio de Salud;028;Marzo;Sin determinar;Sin determinar;Mujer;78;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-03 00:00:00.000;Sin determinar
Ministerio de Salud;028;Diciembre;Sin determinar;Sin determinar;Mujer;28;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2017-12-29 00:00:00.000;Sin determinar
Ministerio de Salud;515;Marzo;Sin determinar;Sin determinar;Varón;33;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-04 00:00:00.000;Sin determinar
Ministerio de Salud;427;Junio;Sin determinar;Sin determinar;Varón;25;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-02 00:00:00.000;Sin determinar
Ministerio de Salud;490;Mayo;Sin determinar;Sin determinar;Mujer;95;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-05-30 00:00:00.000;Sin determinar
Ministerio de Salud;756;Septiembre;Sin determinar;Sin determinar;Mujer;5;5 - 14;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-09-14 00:00:00.000;Sin determinar
Ministerio de Salud;778;Diciembre;Sin determinar;Sin determinar;Varón;77;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-16 00:00:00.000;Sin determinar
Ministerio de Salud;595;Marzo;Sin determinar;Sin determinar;Varón;79;75 y más;Ocupante de vehículo sin determinar posición;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-03-08 00:00:00.000;Sin determinar
Ministerio de Salud;035;Diciembre;Sin determinar;Sin determinar;Varón;20;15 - 24;Ocupante de vehículo sin determinar posición;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-12-24 00:00:00.000;Sin determinar
Ministerio de Salud;595;Enero;Sin determinar;Sin determinar;Varón;49;45 - 54;Ocupante de vehículo sin determinar posición;Bicicleta;Bicicleta;Otro modo;2018-01-26 00:00:00.000;Sin determinar
Ministerio de Salud;568;Diciembre;Sin determinar;Sin determinar;Varón;62;55 - 64;Ocupante de vehículo sin determinar posición;Bicicleta;Bicicleta;Otro modo;2017-12-28 00:00:00.000;Sin determinar
Ministerio de Salud;392;Abril;Sin determinar;Sin determinar;Varón;36;35 - 44;Ocupante de vehículo sin determinar posición;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-04-08 00:00:00.000;Sin determinar
Ministerio de Salud;763;Enero;Sin determinar;Sin determinar;Varón;22;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-01-20 00:00:00.000;Sin determinar
Ministerio de Salud;515;Enero;Sin determinar;Sin determinar;Varón;19;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-01-23 00:00:00.000;Sin determinar
Ministerio de Salud;763;Marzo;Sin determinar;Sin determinar;Mujer;23;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-24 00:00:00.000;Sin determinar
Ministerio de Salud;245;Agosto;Sin determinar;Sin determinar;Varón;25;25 - 34;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-20 00:00:00.000;Sin determinar
Ministerio de Salud;427;Febrero;Sin determinar;Sin determinar;Varón;34;25 - 34;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-02-06 00:00:00.000;Sin determinar
Ministerio de Salud;410;Abril;Sin determinar;Sin determinar;Varón;23;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-04-07 00:00:00.000;Sin determinar
Ministerio de Salud;410;Abril;Sin determinar;Sin determinar;Varón;28;25 - 34;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-04-15 00:00:00.000;Sin determinar
Ministerio de Salud;568;Junio;Sin determinar;Sin determinar;Varón;27;25 - 34;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-20 00:00:00.000;Sin determinar
Ministerio de Salud;609;Septiembre;Sin determinar;Sin determinar;Varón;18;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-02 00:00:00.000;Sin determinar
Ministerio de Salud;609;Diciembre;Sin determinar;Sin determinar;Varón;26;25 - 34;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-02 00:00:00.000;Sin determinar
Ministerio de Salud;805;Marzo;Sin determinar;Sin determinar;Varón;20;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-23 00:00:00.000;Sin determinar
Ministerio de Salud;728;Septiembre;Sin determinar;Sin determinar;Varón;24;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-29 00:00:00.000;Sin determinar
Ministerio de Salud;070;Diciembre;Sin determinar;Sin determinar;Mujer;27;25 - 34;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-22 00:00:00.000;Sin determinar
Ministerio de Salud;763;Marzo;Sin determinar;Sin determinar;Mujer;32;25 - 34;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-12 00:00:00.000;Sin determinar
Ministerio de Salud;638;Octubre;Sin determinar;Sin determinar;Varón;35;35 - 44;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-08 00:00:00.000;Sin determinar
Ministerio de Salud;665;Septiembre;Sin determinar;Sin determinar;Mujer;31;25 - 34;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-07 00:00:00.000;Sin determinar
Ministerio de Salud;770;Septiembre;Sin determinar;Sin determinar;Varón;36;35 - 44;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-15 00:00:00.000;Sin determinar
Ministerio de Salud;763;Agosto;Sin determinar;Sin determinar;Varón;23;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-18 00:00:00.000;Sin determinar
Ministerio de Salud;665;Octubre;Sin determinar;Sin determinar;Varón;51;45 - 54;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-13 00:00:00.000;Sin determinar
Ministerio de Salud;763;Julio;Sin determinar;Sin determinar;Varón;22;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-07-22 00:00:00.000;Sin determinar
Ministerio de Salud;126;Agosto;Sin determinar;Sin determinar;Varón;21;15 - 24;Ocupante de vehículo sin determinar posición;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-18 00:00:00.000;Sin determinar
