BASE ORIGEN;PARTIDO;FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DIA DE LA SEMANA AGRUPADO;Diurno/Nocturno;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO;SEXO DE LA VÍCTIMA;EDAD;EDAD AGRUPADA;TIPO DE VÍCTIMA;VEHÍCULO DE LA VÍCTIMA
Ministerio de Salud;210;18/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Masculino;63;55 - 64  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;427;20/02/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;27;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;427;24/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;23;15 - 24  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;826;25/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Otro modo (sin colisión);Femenino;10;5 - 14;Acompañante;Automóvil
Ministerio de Salud;875;27/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Masculino;52;45 - 54  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;791;27/02/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;50;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;595;28/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;77;75 y más;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;357;2/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / persona;Masculino;24;15 - 24  ;Peatón;No corresponde (peatón)
Ministerio de Salud;210;29/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;28;25 - 34  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;196;29/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;85;75 y más;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;357;03/03/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;32;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;560;8/3/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / persona;Femenino;2;0 - 4  ;Peatón;No corresponde (peatón)
Ministerio de Salud;595;08/03/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;57;55 - 64  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;840;17/3/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Masculino;67;65 - 74  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;119;19/03/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;89;75 y más;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;518;20/3/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Femenino;72;65 - 74  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;399;23/3/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / objeto;Masculino;47;45 - 54  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;791;25/03/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;19;15 - 24  ;Ocupante de vehículo (sin especificar);Camioneta
Ministerio de Salud;392;25/03/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;47;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;357;29/03/2020;Marzo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;52;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;252;15/04/2020;Abril;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;67;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;357;19/4/2020;Abril;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Otro modo (sin colisión);Masculino;21;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;721;24/4/2020;Abril;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;21;15 - 24  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;791;5/5/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;55;55 - 64  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;385;6/5/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;53;45 - 54  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;497;6/5/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;69;65 - 74  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;638;08/05/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;427;6/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;48;45 - 54  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;707;08/05/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;28;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;049;09/05/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;18;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;434;11/5/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / persona;Masculino;95;75 y más;Peatón;No corresponde (peatón)
Ministerio de Salud;658;12/5/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / persona;Masculino;75;75 y más;Peatón;No corresponde (peatón)
Ministerio de Salud;441;13/5/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;16;15 - 24  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;560;27/5/2020;Mayo;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;31;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;427;4/6/2020;Junio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;22;15 - 24  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;427;10/6/2020;Junio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;31;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;623;13/06/2020;Junio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;19;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;623;14/6/2020;Junio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;26;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;581;7/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;20;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;763;22/6/2020;Junio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;25;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;434;22/06/2020;Junio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;44;35 - 44  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;466;27/6/2020;Junio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;52;45 - 54  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;581;4/7/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;840;9/7/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / vehículo;Masculino;26;25 - 34  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;028;15/07/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Femenino;28;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;260;19/7/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;27;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;833;22/7/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;21;15 - 24  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;168;7/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;70;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;763;25/7/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;87;75 y más;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;469;27/7/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;19;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;056;31/07/2020;Julio;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;77;75 y más;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;791;01/08/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;51;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;826;3/8/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / objeto;Masculino;20;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;490;8/8/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;41;35 - 44  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;595;8/8/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;30;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;357;16/8/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Otro modo (sin colisión);Femenino;32;25 - 34  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;399;18/8/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Masculino;70;65 - 74  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;413;21/8/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Femenino;24;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;175;9/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;30;25 - 34  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;434;21/8/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;35;35 - 44  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;539;21/8/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;252;22/08/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;51;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;175;26/08/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;76;75 y más;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;539;27/08/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;22;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;357;31/8/2020;Agosto;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;042;10/9/2020;Septiembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Otro modo (sin colisión);Masculino;83;75 y más;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;560;13/9/2020;Septiembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Masculino;31;25 - 34  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;056;16/09/2020;Septiembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;76;75 y más;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;833;19/9/2020;Septiembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Otro modo (sin colisión);Masculino;63;55 - 64  ;Conductor;Bicicleta
Ministerio de Salud;175;11/01/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;55;55 - 64  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;568;22/09/2020;Septiembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;74;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;427;23/9/2020;Septiembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;056;28/09/2020;Septiembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;26;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;238;30/9/2020;Septiembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / persona;Masculino;12;5 - 14;Peatón;No corresponde (peatón)
Ministerio de Salud;357;30/9/2020;Septiembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;21;15 - 24  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;035;2/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Masculino;46;45 - 54  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;434;2/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;568;04/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;497;10/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;25;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;408;11/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;22;15 - 24  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio Público;427;26/1/2020;Enero;09:36;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;80;75 y más;Conductor;Bicicleta
Ministerio Público;515;8/3/2020;Marzo;05:50;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Femenino;50;45 - 54  ;Ocupante de vehículo (sin especificar);Camioneta
Ministerio Público;147;2/2/2020;Febrero;18:50;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / persona;Femenino;59;55 - 64  ;Peatón;No corresponde (peatón)
Ministerio Público;760;25/7/2020;Julio;13:40;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio Público;539;10/6/2020;Junio;13:45;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;70;65 - 74  ;Conductor;Bicicleta
Ministerio Público;539;7/9/2020;Septiembre;01:56;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;26;25 - 34  ;Conductor;Motocicleta
Ministerio Público;568;26/1/2020;Enero;05:00;Domingo;Fin de semana;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Femenino;50;45 - 54  ;Acompañante;Motocicleta
Ministerio Público;410;8/2/2020;Febrero;05:00;Sábado;Fin de semana;Nocturno;Autopista / Autovía;Sin determinar;Masculino;31;25 - 34  ;Conductor;Motocicleta
Ministerio Público;410;19/8/2020;Agosto;10:20;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Masculino;77;75 y más;Peatón;No corresponde (peatón)
Ministerio Público;568;18/10/2020;Octubre;12:40;Domingo;Fin de semana;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo;Femenino;2;0 - 4  ;Acompañante;Automóvil
Ministerio de Seguridad;778;23/11/2020;Noviembre;01:40;Lunes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Automóvil
