Origen de la base;Código de partido (Según INDEC);Fecha del hecho;Mes;Hora del hecho;Diurno/Nocturno;Edad agrupada;Sexo;Clase de Víctima;Vehículo Víctima;Tipo de Lugar;Modo de Producción del Hecho;
Egresos hospitalarios;371;15/08/2017;8;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;371;27/09/2017;10;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;371;14/10/2017;10;Sin determinar;Sin determinar;65 - 74;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;154;18/01/2017;1;Sin determinar;Sin determinar;75 y más;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;441;27/05/2017;5;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;112;24/04/2017;4;Sin determinar;Sin determinar;45 - 54;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;385;10/07/2017;7;Sin determinar;Sin determinar;45 - 54;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;413;12/08/2017;8;Sin determinar;Sin determinar;55 - 64;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;294;03/09/2017;9;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;420;11/06/2017;6;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;16/05/2017;5;Sin determinar;Sin determinar;65 - 74;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;26/01/2017;1;Sin determinar;Sin determinar;15 - 24;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;14/04/2017;4;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;16/05/2017;5;Sin determinar;Sin determinar;35 - 44;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;04/08/2017;8;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;31/08/2017;8;Sin determinar;Sin determinar;45 - 54;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;28/09/2017;10;Sin determinar;Sin determinar;25 - 34;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;06/11/2017;11;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;09/11/2017;12;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;24/12/2017;12;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;434;13/03/2017;3;Sin determinar;Sin determinar;35 - 44;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;434;25/02/2017;3;Sin determinar;Sin determinar;35 - 44;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;490;15/01/2017;1;Sin determinar;Sin determinar;15 - 24;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;441;28/02/2017;3;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;412;06/04/2017;4;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;483;30/09/2017;9;Sin determinar;Sin determinar;65 - 74;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;490;03/02/2017;2;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;490;14/02/2017;2;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;490;23/10/2017;10;Sin determinar;Sin determinar;75 y más;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;490;05/12/2017;12;Sin determinar;Sin determinar;75 y más;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;490;10/12/2017;12;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;756;31/03/2017;3;Sin determinar;Sin determinar;75 y más;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;515;21/08/2017;8;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;515;03/10/2017;10;Sin determinar;Sin determinar;75 y más;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;412;18/10/2017;10;Sin determinar;Sin determinar;55 - 64;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;756;22/10/2017;10;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;539;30/06/2017;6;Sin determinar;Sin determinar;65 - 74;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;427;18/08/2017;8;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;560;30/11/2017;12;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;560;25/12/2017;12;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;410;30/01/2017;2;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;568;09/03/2017;3;Sin determinar;Sin determinar;75 y más;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;408;04/05/2017;5;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;410;27/06/2017;6;Sin determinar;Sin determinar;45 - 54;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;408;13/08/2017;8;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;568;20/09/2017;9;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;568;16/11/2017;11;Sin determinar;Sin determinar;35 - 44;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;574;09/05/2017;5;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;588;14/08/2017;8;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;588;18/10/2017;10;Sin determinar;Sin determinar;5 - 14;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;588;01/02/2017;2;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;595;21/01/2017;1;Sin determinar;Sin determinar;75 y más;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;595;01/02/2017;2;Sin determinar;Sin determinar;55 - 64;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;595;26/05/2017;5;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;322;05/09/2017;9;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;609;13/08/2017;8;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;154;24/08/2017;8;Sin determinar;Sin determinar;5 - 14;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;616;02/04/2017;4;Sin determinar;Sin determinar;75 y más;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;623;15/04/2017;4;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;077;03/10/2017;10;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;638;01/01/2017;1;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;252;13/03/2017;3;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;515;10/09/2017;9;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;644;26/12/2017;12;Sin determinar;Sin determinar;65 - 74;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;707;23/06/2017;6;Sin determinar;Sin determinar;65 - 74;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;749;04/04/2017;4;Sin determinar;Sin determinar;75 y más;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;749;08/12/2017;12;Sin determinar;Sin determinar;65 - 74;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;749;05/06/2017;6;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;756;02/03/2017;3;Sin determinar;Sin determinar;15 - 24;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;412;10/03/2017;3;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;760;29/05/2017;6;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;763;14/12/2016;1;Sin determinar;Sin determinar;75 y más;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;763;22/02/2017;2;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;763;23/05/2017;5;Sin determinar;Sin determinar;75 y más;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;763;16/07/2017;7;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;763;28/08/2017;8;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;763;27/10/2017;11;Sin determinar;Sin determinar;45 - 54;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;778;05/03/2017;3;Sin determinar;Sin determinar;75 y más;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;791;26/09/2017;10;Sin determinar;Sin determinar;65 - 74;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;805;27/03/2017;4;Sin determinar;Sin determinar;45 - 54;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;840;22/10/2017;11;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Reparos;595;01/10/2017;10;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Reparos;105;01/12/2017;12;Sin determinar;Sin determinar;55 - 64;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Reparos;084;01/10/2017;10;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Motocicleta;Sin determinar;Sin determinar;
Reparos;056;01/12/2017;12;Sin determinar;Sin determinar;35 - 44;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Reparos;042;11-03-2017;3;13:00:00;Diurno;45 - 54;Mujer;Ocupante de vehículo sin especificar;Automóvil;Ruta Provincial;Sin determinar;
Reparos;413;01/07/2017;7;12.15hrs.;Diurno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;469;01/05/2017;5;13.00hrs;Diurno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;427;01/08/2017;8;Sin determinar;Sin determinar;15 - 24;Varón;Ocupante de vehículo sin especificar;Camión;Sin determinar;Sin determinar;
Reparos;427;01/10/2017;10;Sin determinar;Sin determinar;65 - 74;Varón;Sin determinar;Sin determinar;Ruta Nacional;Sin determinar;
Reparos;505;01/05/2017;5;01:45:00;Nocturno;45 - 54;Varón;Sin determinar;Sin determinar;Ruta Provincial;Sin determinar;
Reparos;693;01/05/2017;5;18:15:00;Nocturno;75 y más;Mujer;Sin determinar;Sin determinar;Ruta Nacional;Sin determinar;
Reparos;441;01/02/2017;2;09:20:00;Diurno;15 - 24;Mujer;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;648;01/03/2017;3;07:00:00;Nocturno;65 - 74;Varón;Sin determinar;Sin determinar;Ruta Provincial;Sin determinar;
Reparos;260;01/02/2017;2;18:00:00;Diurno;65 - 74;Mujer;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;490;01/02/2017;2;05:45:00;Nocturno;25 - 34;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;035;01/09/2017;9;15:25:00;Diurno;35 - 44;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;490;01/09/2017;9;07:20:00;Diurno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;490;01/10/2017;10;16:20:00;Diurno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;260;01/07/2017;7;13:30:00;Diurno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;490;01/03/2017;3;18:20:00;Diurno;65 - 74;Varón;Ocupante de vehículo sin especificar;Bicicleta;calle;Sin determinar;
Reparos;357;01/07/2017;7;22,30 hs. ;Nocturno;75 y más;Varón;Peatón;Peatón;calle;Sin determinar;
Reparos;357;01/08/2017;8;17,20 hs. ;Diurno;15 - 24;Varón;Sin determinar;Sin determinar;calle;Sin determinar;
Reparos;588;01/01/2017;1;19:30:00;Nocturno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;714;01/11/2017;11;07:55:00;Diurno;25 - 34;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;532;01/10/2017;10;12:45:00;Diurno;55 - 64;Mujer;Ocupante de vehículo sin especificar;Bicicleta;calle;Sin determinar;
Reparos;560;01/07/2017;7;"16;50";Diurno;35 - 44;Mujer;Peatón;Peatón;calle;Sin determinar;
Reparos;410;01/11/2017;11;09:50:00;Diurno;75 y más;Mujer;Peatón;Peatón;calle;Sin determinar;
Reparos;539;01/09/2017;9;Sin determinar;Sin determinar;35 - 44;Varón;Sin determinar;Sin determinar;calle;Sin determinar;
Reparos;408;01/12/2017;12;00:30:00;Nocturno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;539;01/05/2017;5;09:00:00;Diurno;75 y más;Mujer;Peatón;Peatón;calle;Sin determinar;
Reparos;539;01/07/2017;7;18:40:00;Nocturno;55 - 64;Mujer;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;539;01/12/2017;12;17:45:00;Diurno;75 y más;Mujer;Sin determinar;Sin determinar;calle;Sin determinar;
Reparos;568;01/06/2017;6;18:10:00;Diurno;45 - 54;Varón;Ocupante de vehículo sin especificar;Bicicleta;calle;Sin determinar;
Reparos;623;01/05/2017;5;06:50:00;Nocturno;55 - 64;Varón;Ocupante de vehículo sin especificar;Motocicleta;Ruta Nacional;Sin determinar;
Reparos;623;01/09/2017;9;17:43:00;Diurno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;091;01/11/2017;11;13:00:00;Diurno;45 - 54;Varón;Sin determinar;Sin determinar;calle;Sin determinar;
Reparos;274;01/02/2017;2;10:25:00;Diurno;65 - 74;Varón;Ocupante de vehículo sin especificar;Bicicleta;calle;Sin determinar;
Reparos;274;01/06/2017;6;23:00:00;Nocturno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;568;01/09/2017;9;10:10:00;Diurno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;Sin determinar;Sin determinar;
Reparos;568;01/06/2017;6;13:30:00;Diurno;65 - 74;Varón;Peatón;Peatón;calle;Sin determinar;
Reparos;568;01/08/2017;8;13:25:00;Diurno;75 y más;Varón;Peatón;Peatón;calle;Sin determinar;
Reparos;756;01/04/2017;4;19:40:00;Nocturno;25 - 34;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;756;01/08/2017;8;13:15:00;Diurno;55 - 64;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;805;01/04/2017;4;13:27hs;Diurno;35 - 44;Varón;Ocupante de vehículo sin especificar;Automóvil;Ruta Provincial;Sin determinar;
Reparos;805;01/10/2017;10;7:30hs;Diurno;45 - 54;Varón;Ocupante de vehículo sin especificar;Automóvil;Sin determinar;Sin determinar;
Reparos;749;01/10/2017;10;10:30:00;Diurno;45 - 54;Varón;Sin determinar;Sin determinar;calle;Sin determinar;
Reparos;749;01/12/2017;12;Sin determinar;Sin determinar;35 - 44;Varón;Ocupante de vehículo sin especificar;Motocicleta;Sin determinar;Sin determinar;
Reparos;840;01/02/2017;2;17:00:00;Diurno;75 y más;Varón;Ocupante de vehículo sin especificar;Sin determinar;calle;Sin determinar;
Reparos;840;01/04/2017;4;07:50:00;Diurno;65 - 74;Mujer;Peatón;Peatón;calle;Sin determinar;
Reparos;371;01/05/2017;5;08:00:00;Diurno;15 - 24;Varón;Peatón;Peatón;Ruta Nacional;Sin determinar;
Reparos;371;01/05/2017;5;03:00:00;Nocturno;25 - 34;Varón;Sin determinar;Sin determinar;calle;Sin determinar;
Reparos;515;01/08/2017;8;05:10:00;Nocturno;15 - 24;Mujer;Sin determinar;Sin determinar;Ruta Nacional;Sin determinar;
Reparos;412;01/09/2017;9;06:30:00;Nocturno;35 - 44;Varón;Ocupante de vehículo sin especificar;Motocicleta;calle;Sin determinar;
Reparos;412;01/11/2017;11;14:30:00;Diurno;25 - 34;Varón;Ocupante de vehículo sin especificar;Automóvil;calle;Sin determinar;
Reparos;760;01/06/2017;6;11:00:00;Diurno;15 - 24;Varón;Sin determinar;Sin determinar;calle;Sin determinar;
Reparos;760;01/11/2017;11;12:10:00;Diurno;65 - 74;Varón;Sin determinar;Sin determinar;calle;Sin determinar;
Reparos;840;01/04/2017;4;09:28:00;Diurno;45 - 54;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Reparos;763;01/04/2017;4;05:15;Diurno;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;Ruta Nacional;Sin determinar;
Reparos;763;01/05/2017;5;10:00;Diurno;75 y más;Varón;Sin determinar;Sin determinar;calle;Sin determinar;
Reparos;665;01/10/2017;10;00:45;Nocturno;45 - 54;Varón;Ocupante de vehículo sin especificar;Automóvil;Ruta Nacional;Sin determinar;
Reparos;826;01/08/2017;8;Sin determinar;Sin determinar;15 - 24;Varón;Ocupante de vehículo sin especificar;Motocicleta;Sin determinar;Sin determinar;
Reparos;154;01/01/2017;1;19.30;Nocturno;75 y más;Mujer;Peatón;Peatón;calle;Sin determinar;
Reparos;721;01/11/2017;11;20.50;Nocturno;45 - 54;Mujer;Peatón;Peatón;calle;Sin determinar;
